timestamp,open,high,low,close,volume
2026-04-19T07:15:00+00:00,85.07,85.08,84.43,84.59,108387.237
2026-04-19T07:30:00+00:00,84.59,84.9,84.43,84.79,49750.917
2026-04-19T07:45:00+00:00,84.79,84.96,84.72,84.88,20159.07
2026-04-19T08:00:00+00:00,84.88,85.03,84.77,85.01,37279.913
2026-04-19T08:15:00+00:00,85.01,85.14,84.84,84.84,26021.386
2026-04-19T08:30:00+00:00,84.84,84.96,84.74,84.8,26292.995
2026-04-19T08:45:00+00:00,84.81,84.88,84.62,84.8,30051.558
2026-04-19T09:00:00+00:00,84.8,84.92,84.75,84.8,16110.04
2026-04-19T09:15:00+00:00,84.8,84.86,84.59,84.86,23876.049
2026-04-19T09:30:00+00:00,84.86,85.08,84.71,84.75,44335.627
2026-04-19T09:45:00+00:00,84.75,84.81,84.57,84.59,47733.863
2026-04-19T10:00:00+00:00,84.59,84.7,84.44,84.65,25888.515
2026-04-19T10:15:00+00:00,84.65,84.74,84.55,84.66,17838.088
2026-04-19T10:30:00+00:00,84.66,84.72,84.64,84.7,6899.294
2026-04-19T10:45:00+00:00,84.7,84.9,84.7,84.79,11999.366
2026-04-19T11:00:00+00:00,84.79,85.44,84.76,85.34,40075.635
2026-04-19T11:15:00+00:00,85.33,85.47,85.24,85.26,38617.853
2026-04-19T11:30:00+00:00,85.26,85.52,85.25,85.51,21056.778
2026-04-19T11:45:00+00:00,85.51,85.71,85.46,85.6,42121.813
2026-04-19T12:00:00+00:00,85.61,85.77,85.56,85.69,37667.085
2026-04-19T12:15:00+00:00,85.69,85.85,85.64,85.67,25821.3
2026-04-19T12:30:00+00:00,85.67,85.72,85.55,85.63,16201.543
2026-04-19T12:45:00+00:00,85.63,85.96,85.59,85.79,16387.651
2026-04-19T13:00:00+00:00,85.79,86.33,85.76,86.24,41477.268
2026-04-19T13:15:00+00:00,86.24,86.96,86.24,86.59,62730.655
2026-04-19T13:30:00+00:00,86.59,86.73,86.25,86.49,25302.73
2026-04-19T13:45:00+00:00,86.5,86.51,86.24,86.33,22555.058
2026-04-19T14:00:00+00:00,86.34,86.43,85.98,86.23,26244.377
2026-04-19T14:15:00+00:00,86.23,87.09,86.2,87.04,58056.03
2026-04-19T14:30:00+00:00,87.05,87.12,86.46,86.75,44402.094
2026-04-19T14:45:00+00:00,86.75,86.98,86.5,86.53,35709.109
2026-04-19T15:00:00+00:00,86.53,86.54,86.24,86.43,45405.807
2026-04-19T15:15:00+00:00,86.43,86.67,86.26,86.37,13791.444
2026-04-19T15:30:00+00:00,86.37,86.4,85.59,85.95,60914.403
2026-04-19T15:45:00+00:00,85.94,86.36,85.86,86.36,20304.407
2026-04-19T16:00:00+00:00,86.35,86.5,86.12,86.22,22289.744
2026-04-19T16:15:00+00:00,86.22,86.32,86.01,86.05,11143.584
2026-04-19T16:30:00+00:00,86.05,86.27,86.01,86.11,9849.923
2026-04-19T16:45:00+00:00,86.1,86.24,85.72,85.86,29737.215
2026-04-19T17:00:00+00:00,85.85,85.86,85.34,85.68,55144.988
2026-04-19T17:15:00+00:00,85.69,85.99,85.57,85.65,15067.328
2026-04-19T17:30:00+00:00,85.66,85.78,85.32,85.52,16840.637
2026-04-19T17:45:00+00:00,85.52,85.58,85.0,85.13,33601.635
2026-04-19T18:00:00+00:00,85.14,85.26,84.97,85.21,37780.566
2026-04-19T18:15:00+00:00,85.21,85.3,84.95,85.14,22459.598
2026-04-19T18:30:00+00:00,85.14,85.14,84.94,85.01,13083.95
2026-04-19T18:45:00+00:00,85.01,85.18,84.88,85.11,18885.947
2026-04-19T19:00:00+00:00,85.1,85.44,85.1,85.38,13259.449
2026-04-19T19:15:00+00:00,85.38,85.55,85.25,85.4,32609.236
2026-04-19T19:30:00+00:00,85.4,85.54,85.26,85.26,10248.786
2026-04-19T19:45:00+00:00,85.26,85.35,85.21,85.33,7739.245
2026-04-19T20:00:00+00:00,85.33,85.35,85.05,85.16,14407.927
2026-04-19T20:15:00+00:00,85.17,85.18,84.86,85.03,31540.577
2026-04-19T20:30:00+00:00,85.03,85.25,84.79,84.86,28836.335
2026-04-19T20:45:00+00:00,84.86,85.16,84.72,84.94,24012.328
2026-04-19T21:00:00+00:00,84.95,85.14,84.88,85.09,14323.283
2026-04-19T21:15:00+00:00,85.09,85.16,84.92,85.11,9066.627
2026-04-19T21:30:00+00:00,85.11,85.24,85.07,85.12,7185.955
2026-04-19T21:45:00+00:00,85.12,85.22,84.61,84.7,20311.271
2026-04-19T22:00:00+00:00,84.69,84.69,84.0,84.04,83814.304
2026-04-19T22:15:00+00:00,84.04,84.04,82.94,83.41,164137.954
2026-04-19T22:30:00+00:00,83.41,83.83,83.37,83.81,48034.979
2026-04-19T22:45:00+00:00,83.82,83.92,83.7,83.77,19421.085
2026-04-19T23:00:00+00:00,83.76,83.77,83.4,83.59,26801.273
2026-04-19T23:15:00+00:00,83.58,83.6,83.32,83.57,42686.306
2026-04-19T23:30:00+00:00,83.57,83.67,83.47,83.55,23404.377
2026-04-19T23:45:00+00:00,83.55,83.67,83.45,83.47,16752.283
2026-04-20T00:00:00+00:00,83.47,83.77,83.34,83.59,42944.49
2026-04-20T00:15:00+00:00,83.59,83.95,83.46,83.93,35243.937
2026-04-20T00:30:00+00:00,83.93,83.99,83.75,83.8,32461.583
2026-04-20T00:45:00+00:00,83.8,84.19,83.8,84.0,30395.704
2026-04-20T01:00:00+00:00,84.0,84.22,83.97,84.22,23139.579
2026-04-20T01:15:00+00:00,84.22,84.22,83.96,84.13,25269.206
2026-04-20T01:30:00+00:00,84.12,84.56,84.12,84.44,24433.638
2026-04-20T01:45:00+00:00,84.45,84.52,84.31,84.35,14071.181
2026-04-20T02:00:00+00:00,84.36,84.39,83.89,83.94,20089.79
2026-04-20T02:15:00+00:00,83.94,84.1,83.72,84.08,18298.539
2026-04-20T02:30:00+00:00,84.08,84.23,84.03,84.19,13315.783
2026-04-20T02:45:00+00:00,84.19,84.31,84.13,84.21,10570.198
2026-04-20T03:00:00+00:00,84.21,84.38,84.13,84.37,7894.032
2026-04-20T03:15:00+00:00,84.38,84.45,84.25,84.34,13192.62
2026-04-20T03:30:00+00:00,84.34,84.51,84.32,84.5,5941.648
2026-04-20T03:45:00+00:00,84.49,84.62,84.41,84.59,11388.421
2026-04-20T04:00:00+00:00,84.59,84.59,84.42,84.42,7465.453
2026-04-20T04:15:00+00:00,84.43,84.46,84.26,84.4,9756.401
2026-04-20T04:30:00+00:00,84.39,84.47,84.37,84.42,11567.004
2026-04-20T04:45:00+00:00,84.41,84.62,84.41,84.58,16328.041
2026-04-20T05:00:00+00:00,84.58,84.59,84.08,84.22,21508.349
2026-04-20T05:15:00+00:00,84.21,84.21,83.84,83.91,35149.429
2026-04-20T05:30:00+00:00,83.9,84.01,83.79,83.8,12202.563
2026-04-20T05:45:00+00:00,83.8,83.96,83.75,83.87,11911.34
2026-04-20T06:00:00+00:00,83.88,84.04,83.78,83.89,33049.389
2026-04-20T06:15:00+00:00,83.88,84.03,83.84,83.98,7319.984
2026-04-20T06:30:00+00:00,83.98,84.75,83.98,84.53,24713.663
2026-04-20T06:45:00+00:00,84.52,84.56,84.32,84.46,22229.451
2026-04-20T07:00:00+00:00,84.47,84.73,84.44,84.67,14131.631
2026-04-20T07:15:00+00:00,84.67,85.76,84.58,85.36,87108.653
2026-04-20T07:30:00+00:00,85.37,85.46,84.75,84.83,46363.915
2026-04-20T07:45:00+00:00,84.84,84.96,84.53,84.73,25242.555
2026-04-20T08:00:00+00:00,84.74,84.79,84.57,84.75,26265.353
2026-04-20T08:15:00+00:00,84.76,85.14,84.72,84.9,24412.652
2026-04-20T08:30:00+00:00,84.89,85.08,84.69,84.77,18984.183
2026-04-20T08:45:00+00:00,84.78,84.83,84.58,84.69,15182.618
2026-04-20T09:00:00+00:00,84.68,85.08,84.64,84.96,20833.036
2026-04-20T09:15:00+00:00,84.96,85.1,84.9,84.94,13099.239
2026-04-20T09:30:00+00:00,84.94,85.21,84.92,85.12,18574.583
2026-04-20T09:45:00+00:00,85.13,85.26,85.0,85.08,15913.305
2026-04-20T10:00:00+00:00,85.08,85.35,85.03,85.32,20891.283
2026-04-20T10:15:00+00:00,85.32,85.4,85.18,85.22,26915.206
2026-04-20T10:30:00+00:00,85.22,85.22,84.88,84.99,10660.526
2026-04-20T10:45:00+00:00,84.98,85.0,84.82,84.86,13522.148
2026-04-20T11:00:00+00:00,84.85,85.04,84.78,85.04,14409.493
2026-04-20T11:15:00+00:00,85.04,85.17,84.93,85.06,15420.26
2026-04-20T11:30:00+00:00,85.05,85.3,84.96,85.25,25766.467
2026-04-20T11:45:00+00:00,85.24,85.37,85.02,85.07,24211.286
2026-04-20T12:00:00+00:00,85.06,85.3,84.88,85.2,21252.142
2026-04-20T12:15:00+00:00,85.19,85.54,85.14,85.36,30915.246
2026-04-20T12:30:00+00:00,85.36,85.39,84.85,85.08,26075.715
2026-04-20T12:45:00+00:00,85.09,85.33,85.09,85.32,16583.924
2026-04-20T13:00:00+00:00,85.32,85.54,85.16,85.39,34839.611
2026-04-20T13:15:00+00:00,85.38,85.45,85.07,85.2,24449.438
2026-04-20T13:30:00+00:00,85.21,85.52,84.87,85.29,46263.219
2026-04-20T13:45:00+00:00,85.28,85.45,85.05,85.31,20828.838
2026-04-20T14:00:00+00:00,85.31,85.31,84.96,85.06,23541.974
2026-04-20T14:15:00+00:00,85.05,85.81,85.03,85.46,109602.918
2026-04-20T14:30:00+00:00,85.46,85.59,85.05,85.31,29599.472
2026-04-20T14:45:00+00:00,85.3,85.39,84.54,84.8,49102.923
2026-04-20T15:00:00+00:00,84.8,84.95,84.42,84.84,43209.603
2026-04-20T15:15:00+00:00,84.84,85.77,84.8,85.75,93276.263
2026-04-20T15:30:00+00:00,85.74,85.74,85.43,85.52,25385.064
2026-04-20T15:45:00+00:00,85.51,85.88,85.42,85.86,29326.337
2026-04-20T16:00:00+00:00,85.86,85.88,85.49,85.62,29946.165
2026-04-20T16:15:00+00:00,85.62,85.69,85.45,85.55,14654.729
2026-04-20T16:30:00+00:00,85.55,85.73,85.43,85.63,15524.705
2026-04-20T16:45:00+00:00,85.62,85.65,85.26,85.31,11091.044
2026-04-20T17:00:00+00:00,85.31,85.95,85.25,85.83,17426.752
2026-04-20T17:15:00+00:00,85.82,86.12,85.72,85.84,27363.781
2026-04-20T17:30:00+00:00,85.85,85.94,85.64,85.77,12875.739
2026-04-20T17:45:00+00:00,85.77,86.08,85.64,85.69,21003.216
2026-04-20T18:00:00+00:00,85.7,86.17,85.7,86.08,59040.502
2026-04-20T18:15:00+00:00,86.08,86.22,85.98,85.98,25619.484
2026-04-20T18:30:00+00:00,85.99,86.17,85.81,86.05,34085.034
2026-04-20T18:45:00+00:00,86.04,86.14,85.73,86.07,51485.135
2026-04-20T19:00:00+00:00,86.07,86.11,85.97,86.01,21282.128
2026-04-20T19:15:00+00:00,86.02,86.02,85.77,85.89,11956.233
2026-04-20T19:30:00+00:00,85.9,85.96,85.84,85.85,6725.347
2026-04-20T19:45:00+00:00,85.85,86.01,85.8,85.8,14587.844
2026-04-20T20:00:00+00:00,85.8,85.92,85.66,85.88,22417.797
2026-04-20T20:15:00+00:00,85.88,86.17,85.86,85.9,14448.029
2026-04-20T20:30:00+00:00,85.9,85.92,85.77,85.84,17896.877
2026-04-20T20:45:00+00:00,85.85,85.99,85.76,85.95,29822.163
2026-04-20T21:00:00+00:00,85.95,86.21,85.65,85.81,31159.864
2026-04-20T21:15:00+00:00,85.81,85.87,85.66,85.74,9374.758
2026-04-20T21:30:00+00:00,85.74,85.8,85.58,85.73,11550.6
2026-04-20T21:45:00+00:00,85.72,85.86,85.66,85.79,6762.481
2026-04-20T22:00:00+00:00,85.8,86.07,85.78,85.93,14746.269
2026-04-20T22:15:00+00:00,85.93,85.96,85.67,85.75,13818.904
2026-04-20T22:30:00+00:00,85.74,85.9,85.6,85.72,14266.771
2026-04-20T22:45:00+00:00,85.72,85.72,85.62,85.7,4075.041
2026-04-20T23:00:00+00:00,85.71,85.71,85.35,85.38,24511.184
2026-04-20T23:15:00+00:00,85.38,85.42,85.22,85.27,18859.639
2026-04-20T23:30:00+00:00,85.27,85.35,85.21,85.29,37482.368
2026-04-20T23:45:00+00:00,85.29,85.33,85.22,85.28,10473.672
2026-04-21T00:00:00+00:00,85.29,85.51,85.22,85.45,20773.137
2026-04-21T00:15:00+00:00,85.44,85.54,85.37,85.51,11348.629
2026-04-21T00:30:00+00:00,85.51,85.57,85.42,85.47,11870.989
2026-04-21T00:45:00+00:00,85.48,85.77,85.48,85.66,16112.345
2026-04-21T01:00:00+00:00,85.66,85.82,85.53,85.74,9744.656
2026-04-21T01:15:00+00:00,85.73,85.73,85.58,85.69,6069.456
2026-04-21T01:30:00+00:00,85.69,85.83,85.49,85.59,8879.779
2026-04-21T01:45:00+00:00,85.59,85.6,85.35,85.43,9652.316
2026-04-21T02:00:00+00:00,85.44,85.46,85.23,85.27,13640.095
2026-04-21T02:15:00+00:00,85.27,85.36,85.17,85.26,16521.634
2026-04-21T02:30:00+00:00,85.26,85.39,85.26,85.28,13093.981
2026-04-21T02:45:00+00:00,85.28,85.32,85.2,85.27,10117.52
2026-04-21T03:00:00+00:00,85.26,85.28,85.07,85.17,13479.63
2026-04-21T03:15:00+00:00,85.17,85.37,85.07,85.33,17780.238
2026-04-21T03:30:00+00:00,85.33,85.55,85.0,85.13,59223.949
2026-04-21T03:45:00+00:00,85.13,85.32,85.1,85.17,17675.451
2026-04-21T04:00:00+00:00,85.17,85.28,85.11,85.11,10911.224
2026-04-21T04:15:00+00:00,85.11,85.2,85.02,85.11,22332.7
2026-04-21T04:30:00+00:00,85.1,85.28,85.02,85.23,23763.544
2026-04-21T04:45:00+00:00,85.23,85.47,85.16,85.44,12678.193
2026-04-21T05:00:00+00:00,85.43,85.83,85.41,85.68,15371.238
2026-04-21T05:15:00+00:00,85.67,85.8,85.56,85.68,51191.13
2026-04-21T05:30:00+00:00,85.68,85.71,85.6,85.7,18167.388
2026-04-21T05:45:00+00:00,85.69,85.71,85.61,85.67,16014.839
2026-04-21T06:00:00+00:00,85.68,85.73,85.47,85.54,29635.352
2026-04-21T06:15:00+00:00,85.54,85.57,85.19,85.32,22495.149
2026-04-21T06:30:00+00:00,85.33,85.95,85.33,85.74,24251.741
2026-04-21T06:45:00+00:00,85.73,85.79,85.66,85.67,6448.666
2026-04-21T07:00:00+00:00,85.68,85.68,85.42,85.53,9276.453
2026-04-21T07:15:00+00:00,85.52,85.96,85.41,85.75,17585.013
2026-04-21T07:30:00+00:00,85.76,85.92,85.59,85.83,20138.334
2026-04-21T07:45:00+00:00,85.83,85.98,85.7,85.71,18624.887
2026-04-21T08:00:00+00:00,85.71,85.86,85.63,85.72,8389.194
2026-04-21T08:15:00+00:00,85.72,85.95,85.7,85.91,22164.898
2026-04-21T08:30:00+00:00,85.91,86.03,85.77,85.95,19741.04
2026-04-21T08:45:00+00:00,85.95,86.38,85.78,85.81,41538.625
2026-04-21T09:00:00+00:00,85.8,85.87,85.64,85.75,8653.796
2026-04-21T09:15:00+00:00,85.75,85.89,85.52,85.61,22374.971
2026-04-21T09:30:00+00:00,85.61,85.8,85.58,85.79,7817.897
2026-04-21T09:45:00+00:00,85.79,85.91,85.73,85.89,9927.438
2026-04-21T10:00:00+00:00,85.89,86.07,85.88,85.95,7993.33
2026-04-21T10:15:00+00:00,85.95,86.03,85.84,85.95,8167.993
2026-04-21T10:30:00+00:00,85.95,86.12,85.9,86.11,7300.584
2026-04-21T10:45:00+00:00,86.11,86.32,86.08,86.16,31569.578
2026-04-21T11:00:00+00:00,86.16,86.17,85.72,85.82,22862.417
2026-04-21T11:15:00+00:00,85.82,86.16,85.77,86.06,11699.451
2026-04-21T11:30:00+00:00,86.06,86.13,85.87,85.91,14647.805
2026-04-21T11:45:00+00:00,85.9,85.91,85.83,85.85,11948.054
2026-04-21T12:00:00+00:00,85.85,86.04,85.81,85.81,11093.405
2026-04-21T12:15:00+00:00,85.81,85.85,85.75,85.83,11991.155
2026-04-21T12:30:00+00:00,85.84,85.9,85.17,85.3,50658.403
2026-04-21T12:45:00+00:00,85.31,85.58,85.18,85.52,27146.082
2026-04-21T13:00:00+00:00,85.51,85.55,85.36,85.38,21958.388
2026-04-21T13:15:00+00:00,85.39,85.59,85.36,85.45,10418.626
2026-04-21T13:30:00+00:00,85.44,85.85,85.3,85.69,26543.955
2026-04-21T13:45:00+00:00,85.68,85.85,85.61,85.81,15223.294
2026-04-21T14:00:00+00:00,85.82,85.91,85.61,85.7,27781.296
2026-04-21T14:15:00+00:00,85.7,86.25,85.7,86.03,31244.062
2026-04-21T14:30:00+00:00,86.03,86.89,86.0,86.58,65931.943
2026-04-21T14:45:00+00:00,86.58,86.6,85.73,85.76,48645.032
2026-04-21T15:00:00+00:00,85.77,86.24,85.57,86.2,50471.631
2026-04-21T15:15:00+00:00,86.2,86.28,85.55,85.7,23910.948
2026-04-21T15:30:00+00:00,85.71,85.91,85.4,85.75,13413.413
2026-04-21T15:45:00+00:00,85.75,86.08,85.71,86.05,13150.116
2026-04-21T16:00:00+00:00,86.05,86.25,85.93,86.12,39815.872
2026-04-21T16:15:00+00:00,86.12,86.16,85.84,85.91,25123.09
2026-04-21T16:30:00+00:00,85.91,86.3,85.87,85.93,21847.482
2026-04-21T16:45:00+00:00,85.94,86.13,85.66,85.69,11548.788
2026-04-21T17:00:00+00:00,85.7,85.77,85.23,85.38,39006.117
2026-04-21T17:15:00+00:00,85.39,85.41,84.73,85.04,48677.445
2026-04-21T17:30:00+00:00,85.03,85.8,84.88,85.55,41504.155
2026-04-21T17:45:00+00:00,85.55,85.61,85.28,85.31,23696.646
2026-04-21T18:00:00+00:00,85.32,85.39,85.14,85.29,10594.954
2026-04-21T18:15:00+00:00,85.3,85.39,84.82,84.91,34750.743
2026-04-21T18:30:00+00:00,84.91,85.09,84.9,84.99,23452.862
2026-04-21T18:45:00+00:00,85.0,85.26,84.73,85.25,20757.891
2026-04-21T19:00:00+00:00,85.24,85.57,85.15,85.25,19242.036
2026-04-21T19:15:00+00:00,85.25,85.72,85.15,85.51,17615.944
2026-04-21T19:30:00+00:00,85.52,85.53,84.31,84.37,39352.184
2026-04-21T19:45:00+00:00,84.36,84.66,84.35,84.57,24512.976
2026-04-21T20:00:00+00:00,84.57,85.5,84.43,85.36,106573.585
2026-04-21T20:15:00+00:00,85.36,85.7,85.3,85.46,27709.399
2026-04-21T20:30:00+00:00,85.47,85.75,85.46,85.54,15617.687
2026-04-21T20:45:00+00:00,85.54,85.67,85.37,85.42,27688.328
2026-04-21T21:00:00+00:00,85.42,85.59,85.13,85.29,35335.737
2026-04-21T21:15:00+00:00,85.28,85.38,85.12,85.13,7103.073
2026-04-21T21:30:00+00:00,85.14,85.25,85.01,85.04,8684.115
2026-04-21T21:45:00+00:00,85.03,85.23,85.03,85.16,6692.742
2026-04-21T22:00:00+00:00,85.15,85.45,85.04,85.38,28290.909
2026-04-21T22:15:00+00:00,85.37,85.39,84.99,85.12,15283.624
2026-04-21T22:30:00+00:00,85.12,85.35,85.0,85.32,7287.314
2026-04-21T22:45:00+00:00,85.31,85.39,85.21,85.36,9265.303
2026-04-21T23:00:00+00:00,85.35,85.72,85.34,85.71,19341.205
2026-04-21T23:15:00+00:00,85.72,85.86,85.49,85.54,24470.291
2026-04-21T23:30:00+00:00,85.54,85.84,85.51,85.83,17661.445
2026-04-21T23:45:00+00:00,85.82,86.13,85.82,86.03,31834.851
2026-04-22T00:00:00+00:00,86.04,86.19,86.01,86.16,17571.824
2026-04-22T00:15:00+00:00,86.16,86.46,86.01,86.3,38826.141
2026-04-22T00:30:00+00:00,86.31,86.44,86.1,86.24,23203.452
2026-04-22T00:45:00+00:00,86.25,86.51,86.23,86.48,47940.799
2026-04-22T01:00:00+00:00,86.49,86.53,86.27,86.4,24361.045
2026-04-22T01:15:00+00:00,86.4,86.45,86.09,86.21,28753.769
2026-04-22T01:30:00+00:00,86.22,86.36,86.17,86.25,8462.296
2026-04-22T01:45:00+00:00,86.25,86.4,86.18,86.27,10838.79
2026-04-22T02:00:00+00:00,86.27,86.87,86.2,86.67,42784.658
2026-04-22T02:15:00+00:00,86.68,87.34,86.68,87.24,76154.757
2026-04-22T02:30:00+00:00,87.25,87.56,87.07,87.5,85862.299
2026-04-22T02:45:00+00:00,87.49,87.57,87.26,87.42,48429.602
2026-04-22T03:00:00+00:00,87.42,87.87,87.3,87.59,78129.303
2026-04-22T03:15:00+00:00,87.6,87.6,87.35,87.39,22248.12
2026-04-22T03:30:00+00:00,87.4,87.42,87.12,87.3,18883.34
2026-04-22T03:45:00+00:00,87.3,87.39,87.19,87.24,12350.196
2026-04-22T04:00:00+00:00,87.25,87.33,87.11,87.13,15359.831
2026-04-22T04:15:00+00:00,87.13,87.17,87.02,87.12,14687.248
2026-04-22T04:30:00+00:00,87.11,87.33,87.1,87.15,13291.158
2026-04-22T04:45:00+00:00,87.15,87.16,86.97,87.08,15479.524
2026-04-22T05:00:00+00:00,87.08,87.25,87.01,87.24,33931.203
2026-04-22T05:15:00+00:00,87.23,88.18,87.19,88.05,102159.336
2026-04-22T05:30:00+00:00,88.04,88.31,87.88,88.01,91797.61
2026-04-22T05:45:00+00:00,88.02,88.33,87.98,88.02,48209.904
2026-04-22T06:00:00+00:00,88.02,88.11,87.91,87.99,47407.245
2026-04-22T06:15:00+00:00,87.99,88.14,87.93,88.13,40645.449
2026-04-22T06:30:00+00:00,88.14,88.19,87.86,87.94,30973.136
2026-04-22T06:45:00+00:00,87.93,87.99,87.79,87.96,23508.456
2026-04-22T07:00:00+00:00,87.96,88.0,87.7,87.99,26432.965
2026-04-22T07:15:00+00:00,87.98,88.0,87.79,87.87,27274.573
2026-04-22T07:30:00+00:00,87.87,88.13,87.81,88.12,30884.46
2026-04-22T07:45:00+00:00,88.12,88.27,87.94,88.05,53528.083
2026-04-22T08:00:00+00:00,88.06,88.2,87.93,87.96,20402.376
2026-04-22T08:15:00+00:00,87.95,88.0,87.69,87.7,46292.55
2026-04-22T08:30:00+00:00,87.7,87.81,87.6,87.69,23854.398
2026-04-22T08:45:00+00:00,87.69,88.29,87.69,88.01,38880.57
2026-04-22T09:00:00+00:00,88.0,88.88,87.83,88.41,94992.242
2026-04-22T09:15:00+00:00,88.4,88.59,88.37,88.53,28203.446
2026-04-22T09:30:00+00:00,88.53,88.57,88.4,88.47,28499.365
2026-04-22T09:45:00+00:00,88.46,88.47,88.22,88.3,15428.139
2026-04-22T10:00:00+00:00,88.3,88.43,88.15,88.24,21030.017
2026-04-22T10:15:00+00:00,88.24,88.29,88.13,88.22,12691.372
2026-04-22T10:30:00+00:00,88.21,88.38,88.21,88.36,12335.314
2026-04-22T10:45:00+00:00,88.37,88.41,88.26,88.33,13496.67
2026-04-22T11:00:00+00:00,88.34,88.43,88.18,88.27,13560.197
2026-04-22T11:15:00+00:00,88.27,88.5,88.23,88.27,13746.072
2026-04-22T11:30:00+00:00,88.28,88.43,88.16,88.2,15200.105
2026-04-22T11:45:00+00:00,88.2,88.34,88.19,88.31,9729.851
2026-04-22T12:00:00+00:00,88.31,88.47,88.22,88.4,24835.015
2026-04-22T12:15:00+00:00,88.41,88.48,88.3,88.32,25516.1
2026-04-22T12:30:00+00:00,88.32,88.52,88.27,88.43,39803.423
2026-04-22T12:45:00+00:00,88.44,88.67,88.43,88.58,38253.926
2026-04-22T13:00:00+00:00,88.58,88.9,88.46,88.73,43581.534
2026-04-22T13:15:00+00:00,88.73,88.83,88.67,88.73,24889.558
2026-04-22T13:30:00+00:00,88.74,89.0,88.44,88.97,58650.92
2026-04-22T13:45:00+00:00,88.98,89.18,88.9,89.1,99151.139
2026-04-22T14:00:00+00:00,89.1,89.31,88.77,89.3,81149.772
2026-04-22T14:15:00+00:00,89.3,89.32,88.88,89.04,50340.182
2026-04-22T14:30:00+00:00,89.05,89.08,88.47,88.62,83496.326
2026-04-22T14:45:00+00:00,88.63,88.88,88.56,88.75,39843.705
2026-04-22T15:00:00+00:00,88.74,88.81,88.37,88.38,46662.061
2026-04-22T15:15:00+00:00,88.38,88.47,87.99,88.13,91289.351
2026-04-22T15:30:00+00:00,88.12,88.49,88.12,88.3,59357.547
2026-04-22T15:45:00+00:00,88.3,88.48,88.18,88.18,22751.985
2026-04-22T16:00:00+00:00,88.19,88.46,88.09,88.23,33869.881
2026-04-22T16:15:00+00:00,88.24,88.27,87.82,87.89,64446.312
2026-04-22T16:30:00+00:00,87.89,87.98,87.77,87.84,36535.506
2026-04-22T16:45:00+00:00,87.83,87.86,87.53,87.65,42158.029
2026-04-22T17:00:00+00:00,87.65,88.0,87.63,87.89,39717.39
2026-04-22T17:15:00+00:00,87.89,88.0,87.74,87.87,22789.762
2026-04-22T17:30:00+00:00,87.88,87.98,87.78,87.89,12886.774
2026-04-22T17:45:00+00:00,87.88,88.02,87.72,87.83,26848.781
2026-04-22T18:00:00+00:00,87.83,88.14,87.82,88.13,18197.35
2026-04-22T18:15:00+00:00,88.13,88.2,88.07,88.17,12729.658
2026-04-22T18:30:00+00:00,88.16,88.27,88.12,88.15,10858.369
2026-04-22T18:45:00+00:00,88.15,88.37,87.8,87.81,37110.052
